Year of occurrence,Month of occurrence,Sex,Council area,Number of deaths
2021,December,Males,Scottish Borders,71
2021,December,Males,Shetland Islands,20
2021,December,Males,South Ayrshire,63
2021,December,Males,South Lanarkshire,202
2021,December,Males,Stirling,35
2021,December,Males,West Dunbartonshire,51
2021,December,Males,West Lothian,69
2022,January,Females,Scotland,2879
2022,January,Females,Aberdeen City,96
2022,January,Females,Aberdeenshire,122
2022,January,Females,Angus,61
2022,January,Females,Argyll and Bute,54
2022,January,Females,City of Edinburgh,234
2022,January,Females,Clackmannanshire,26
2022,January,Females,Dumfries and Galloway,95
2022,January,Females,Dundee City,86
2022,January,Females,East Ayrshire,76
2022,January,Females,East Dunbartonshire,55
2022,January,Females,East Lothian,58
2022,January,Females,East Renfrewshire,49
2022,January,Females,Falkirk,109
2022,January,Females,Fife,213
2022,January,Females,Glasgow City,279
2022,January,Females,Highland,126
2022,January,Females,Inverclyde,53
2022,January,Females,Midlothian,37
2022,January,Females,Moray,56
2022,January,Females,Na h-Eileanan Siar,21
2022,January,Females,North Ayrshire,71
2022,January,Females,North Lanarkshire,203
2022,January,Females,Orkney Islands,12
2022,January,Females,Perth and Kinross,92
2022,January,Females,Renfrewshire,90
2022,January,Females,Scottish Borders,73
2022,January,Females,Shetland Islands,10
2022,January,Females,South Ayrshire,70
2022,January,Females,South Lanarkshire,189
2022,January,Females,Stirling,36
2022,January,Females,West Dunbartonshire,54
2022,January,Females,West Lothian,73
2022,January,Males,Scotland,2812
2022,January,Males,Aberdeen City,100
2022,January,Males,Aberdeenshire,123
2022,January,Males,Angus,71
2022,January,Males,Argyll and Bute,48
2022,January,Males,City of Edinburgh,176
2022,January,Males,Clackmannanshire,34
2022,January,Males,Dumfries and Galloway,99
2022,January,Males,Dundee City,69
2022,January,Males,East Ayrshire,91
2022,January,Males,East Dunbartonshire,56
2022,January,Males,East Lothian,57
2022,January,Males,East Renfrewshire,35
2022,January,Males,Falkirk,93
2022,January,Males,Fife,194
2022,January,Males,Glasgow City,290
2022,January,Males,Highland,120
2022,January,Males,Inverclyde,66
2022,January,Males,Midlothian,59
2022,January,Males,Moray,45
2022,January,Males,Na h-Eileanan Siar,25
2022,January,Males,North Ayrshire,107
2022,January,Males,North Lanarkshire,174
2022,January,Males,Orkney Islands,14
2022,January,Males,Perth and Kinross,92
2022,January,Males,Renfrewshire,104
2022,January,Males,Scottish Borders,59
2022,January,Males,Shetland Islands,6
2022,January,Males,South Ayrshire,65
2022,January,Males,South Lanarkshire,168
2022,January,Males,Stirling,47
2022,January,Males,West Dunbartonshire,35
2022,January,Males,West Lothian,90
2022,February,Females,Scotland,2386
2022,February,Females,Aberdeen City,74
2022,February,Females,Aberdeenshire,109
2022,February,Females,Angus,42
2022,February,Females,Argyll and Bute,38
2022,February,Females,City of Edinburgh,191
2022,February,Females,Clackmannanshire,24
2022,February,Females,Dumfries and Galloway,90
2022,February,Females,Dundee City,84
2022,February,Females,East Ayrshire,74
2022,February,Females,East Dunbartonshire,33
2022,February,Females,East Lothian,55
2022,February,Females,East Renfrewshire,37
2022,February,Females,Falkirk,79
2022,February,Females,Fife,166
2022,February,Females,Glasgow City,237
2022,February,Females,Highland,119
2022,February,Females,Inverclyde,42
2022,February,Females,Midlothian,31
2022,February,Females,Moray,38
2022,February,Females,Na h-Eileanan Siar,21
2022,February,Females,North Ayrshire,71
2022,February,Females,North Lanarkshire,157
2022,February,Females,Orkney Islands,12
2022,February,Females,Perth and Kinross,63
2022,February,Females,Renfrewshire,75
2022,February,Females,Scottish Borders,53
2022,February,Females,Shetland Islands,5
2022,February,Females,South Ayrshire,64
2022,February,Females,South Lanarkshire,151
2022,February,Females,Stirling,43
2022,February,Females,West Dunbartonshire,44
2022,February,Females,West Lothian,64
2022,February,Males,Scotland,2381
2022,February,Males,Aberdeen City,86
2022,February,Males,Aberdeenshire,122
2022,February,Males,Angus,66
2022,February,Males,Argyll and Bute,33
2022,February,Males,City of Edinburgh,166
2022,February,Males,Clackmannanshire,17
2022,February,Males,Dumfries and Galloway,87
2022,February,Males,Dundee City,73
2022,February,Males,East Ayrshire,69
2022,February,Males,East Dunbartonshire,44
2022,February,Males,East Lothian,50
2022,February,Males,East Renfrewshire,31
2022,February,Males,Falkirk,73
2022,February,Males,Fife,196
2022,February,Males,Glasgow City,267
2022,February,Males,Highland,118
2022,February,Males,Inverclyde,33
2022,February,Males,Midlothian,36
2022,February,Males,Moray,46
2022,February,Males,Na h-Eileanan Siar,11
2022,February,Males,North Ayrshire,69
2022,February,Males,North Lanarkshire,134
2022,February,Males,Orkney Islands,10
2022,February,Males,Perth and Kinross,77
2022,February,Males,Renfrewshire,80
2022,February,Males,Scottish Borders,61
2022,February,Males,Shetland Islands,9
2022,February,Males,South Ayrshire,59
2022,February,Males,South Lanarkshire,133
2022,February,Males,Stirling,34
2022,February,Males,West Dunbartonshire,36
2022,February,Males,West Lothian,55
2022,March,Females,Scotland,2763
2022,March,Females,Aberdeen City,96
2022,March,Females,Aberdeenshire,88
2022,March,Females,Angus,72
2022,March,Females,Argyll and Bute,58
2022,March,Females,City of Edinburgh,206
2022,March,Females,Clackmannanshire,38
2022,March,Females,Dumfries and Galloway,90
2022,March,Females,Dundee City,85
2022,March,Females,East Ayrshire,77
2022,March,Females,East Dunbartonshire,51
2022,March,Females,East Lothian,61
2022,March,Females,East Renfrewshire,44
2022,March,Females,Falkirk,84
2022,March,Females,Fife,209
2022,March,Females,Glasgow City,288
2022,March,Females,Highland,150
2022,March,Females,Inverclyde,60
2022,March,Females,Midlothian,53
2022,March,Females,Moray,51
2022,March,Females,Na h-Eileanan Siar,18
2022,March,Females,North Ayrshire,87
2022,March,Females,North Lanarkshire,147
2022,March,Females,Orkney Islands,8
2022,March,Females,Perth and Kinross,81
2022,March,Females,Renfrewshire,95
2022,March,Females,Scottish Borders,54
2022,March,Females,Shetland Islands,2
2022,March,Females,South Ayrshire,76
2022,March,Females,South Lanarkshire,166
2022,March,Females,Stirling,41
2022,March,Females,West Dunbartonshire,53
2022,March,Females,West Lothian,74
2022,March,Males,Scotland,2801
2022,March,Males,Aberdeen City,91
2022,March,Males,Aberdeenshire,105
2022,March,Males,Angus,71
2022,March,Males,Argyll and Bute,48
2022,March,Males,City of Edinburgh,173
2022,March,Males,Clackmannanshire,32
2022,March,Males,Dumfries and Galloway,96
2022,March,Males,Dundee City,81
2022,March,Males,East Ayrshire,78
2022,March,Males,East Dunbartonshire,46
2022,March,Males,East Lothian,57
2022,March,Males,East Renfrewshire,54
2022,March,Males,Falkirk,74
2022,March,Males,Fife,224
2022,March,Males,Glasgow City,305
2022,March,Males,Highland,124
2022,March,Males,Inverclyde,48
2022,March,Males,Midlothian,40
2022,March,Males,Moray,62
2022,March,Males,Na h-Eileanan Siar,23
2022,March,Males,North Ayrshire,86
2022,March,Males,North Lanarkshire,177
2022,March,Males,Orkney Islands,14
2022,March,Males,Perth and Kinross,77
2022,March,Males,Renfrewshire,93
2022,March,Males,Scottish Borders,54
2022,March,Males,Shetland Islands,11
2022,March,Males,South Ayrshire,92
2022,March,Males,South Lanarkshire,180
2022,March,Males,Stirling,52
2022,March,Males,West Dunbartonshire,61
2022,March,Males,West Lothian,72
2022,April,Females,Scotland,2622
2022,April,Females,Aberdeen City,89
2022,April,Females,Aberdeenshire,107
2022,April,Females,Angus,75
2022,April,Females,Argyll and Bute,42
2022,April,Females,City of Edinburgh,206
2022,April,Females,Clackmannanshire,25
2022,April,Females,Dumfries and Galloway,93
2022,April,Females,Dundee City,73
2022,April,Females,East Ayrshire,69
2022,April,Females,East Dunbartonshire,66
2022,April,Females,East Lothian,61
2022,April,Females,East Renfrewshire,38
2022,April,Females,Falkirk,73
2022,April,Females,Fife,184
2022,April,Females,Glasgow City,277
2022,April,Females,Highland,118
2022,April,Females,Inverclyde,51
2022,April,Females,Midlothian,26
2022,April,Females,Moray,53
2022,April,Females,Na h-Eileanan Siar,23
2022,April,Females,North Ayrshire,86
2022,April,Females,North Lanarkshire,160
2022,April,Females,Orkney Islands,8
2022,April,Females,Perth and Kinross,73
2022,April,Females,Renfrewshire,81
2022,April,Females,Scottish Borders,72
2022,April,Females,Shetland Islands,7
2022,April,Females,South Ayrshire,68
2022,April,Females,South Lanarkshire,152
2022,April,Females,Stirling,51
2022,April,Females,West Dunbartonshire,45
2022,April,Females,West Lothian,70
2022,April,Males,Scotland,2566
2022,April,Males,Aberdeen City,86
2022,April,Males,Aberdeenshire,122
2022,April,Males,Angus,54
2022,April,Males,Argyll and Bute,50
2022,April,Males,City of Edinburgh,200
2022,April,Males,Clackmannanshire,26
2022,April,Males,Dumfries and Galloway,90
2022,April,Males,Dundee City,71
2022,April,Males,East Ayrshire,61
2022,April,Males,East Dunbartonshire,42
2022,April,Males,East Lothian,50
2022,April,Males,East Renfrewshire,33
2022,April,Males,Falkirk,72
2022,April,Males,Fife,177
2022,April,Males,Glasgow City,265
2022,April,Males,Highland,121
2022,April,Males,Inverclyde,34
2022,April,Males,Midlothian,43
2022,April,Males,Moray,58
2022,April,Males,Na h-Eileanan Siar,21
2022,April,Males,North Ayrshire,82
2022,April,Males,North Lanarkshire,159
2022,April,Males,Orkney Islands,6
2022,April,Males,Perth and Kinross,77
2022,April,Males,Renfrewshire,81
2022,April,Males,Scottish Borders,64
2022,April,Males,Shetland Islands,8
2022,April,Males,South Ayrshire,82
2022,April,Males,South Lanarkshire,167
2022,April,Males,Stirling,47
2022,April,Males,West Dunbartonshire,50
2022,April,Males,West Lothian,67
2022,May,Females,Scotland,2488
2022,May,Females,Aberdeen City,90
2022,May,Females,Aberdeenshire,95
2022,May,Females,Angus,56
2022,May,Females,Argyll and Bute,55
2022,May,Females,City of Edinburgh,179
2022,May,Females,Clackmannanshire,26
2022,May,Females,Dumfries and Galloway,74
2022,May,Females,Dundee City,60
2022,May,Females,East Ayrshire,56
2022,May,Females,East Dunbartonshire,63
2022,May,Females,East Lothian,52
2022,May,Females,East Renfrewshire,41
2022,May,Females,Falkirk,72
2022,May,Females,Fife,175
2022,May,Females,Glasgow City,267
2022,May,Females,Highland,120
2022,May,Females,Inverclyde,49
2022,May,Females,Midlothian,35
2022,May,Females,Moray,42
2022,May,Females,Na h-Eileanan Siar,14
2022,May,Females,North Ayrshire,78
2022,May,Females,North Lanarkshire,155
2022,May,Females,Orkney Islands,11
2022,May,Females,Perth and Kinross,84
2022,May,Females,Renfrewshire,87
2022,May,Females,Scottish Borders,73
2022,May,Females,Shetland Islands,11
2022,May,Females,South Ayrshire,60
2022,May,Females,South Lanarkshire,146
2022,May,Females,Stirling,33
2022,May,Females,West Dunbartonshire,52
2022,May,Females,West Lothian,77
2022,May,Males,Scotland,2484
2022,May,Males,Aberdeen City,78
2022,May,Males,Aberdeenshire,104
2022,May,Males,Angus,60
2022,May,Males,Argyll and Bute,43
2022,May,Males,City of Edinburgh,210
2022,May,Males,Clackmannanshire,16
2022,May,Males,Dumfries and Galloway,87
2022,May,Males,Dundee City,67
2022,May,Males,East Ayrshire,55
2022,May,Males,East Dunbartonshire,44
2022,May,Males,East Lothian,37
2022,May,Males,East Renfrewshire,28
2022,May,Males,Falkirk,78
2022,May,Males,Fife,176
2022,May,Males,Glasgow City,275
2022,May,Males,Highland,113
2022,May,Males,Inverclyde,39
2022,May,Males,Midlothian,42
2022,May,Males,Moray,43
2022,May,Males,Na h-Eileanan Siar,18
2022,May,Males,North Ayrshire,67
2022,May,Males,North Lanarkshire,164
2022,May,Males,Orkney Islands,9
2022,May,Males,Perth and Kinross,81
2022,May,Males,Renfrewshire,82
2022,May,Males,Scottish Borders,68
2022,May,Males,Shetland Islands,13
2022,May,Males,South Ayrshire,75
2022,May,Males,South Lanarkshire,159
2022,May,Males,Stirling,35
2022,May,Males,West Dunbartonshire,40
2022,May,Males,West Lothian,78
2022,June,Females,Scotland,2464
2022,June,Females,Aberdeen City,82
2022,June,Females,Aberdeenshire,95
2022,June,Females,Angus,58
2022,June,Females,Argyll and Bute,58
2022,June,Females,City of Edinburgh,177
2022,June,Females,Clackmannanshire,17
2022,June,Females,Dumfries and Galloway,90
2022,June,Females,Dundee City,68
2022,June,Females,East Ayrshire,58
2022,June,Females,East Dunbartonshire,63
2022,June,Females,East Lothian,50
2022,June,Females,East Renfrewshire,39
2022,June,Females,Falkirk,76
2022,June,Females,Fife,183
2022,June,Females,Glasgow City,262
2022,June,Females,Highland,98
2022,June,Females,Inverclyde,53
2022,June,Females,Midlothian,39
2022,June,Females,Moray,38
2022,June,Females,Na h-Eileanan Siar,13
2022,June,Females,North Ayrshire,70
2022,June,Females,North Lanarkshire,150
2022,June,Females,Orkney Islands,10
2022,June,Females,Perth and Kinross,75
2022,June,Females,Renfrewshire,88
2022,June,Females,Scottish Borders,57
2022,June,Females,Shetland Islands,9
2022,June,Females,South Ayrshire,64
2022,June,Females,South Lanarkshire,161
2022,June,Females,Stirling,48
2022,June,Females,West Dunbartonshire,44
2022,June,Females,West Lothian,71
2022,June,Males,Scotland,2415
2022,June,Males,Aberdeen City,89
2022,June,Males,Aberdeenshire,96
2022,June,Males,Angus,53
2022,June,Males,Argyll and Bute,45
2022,June,Males,City of Edinburgh,202
2022,June,Males,Clackmannanshire,20
2022,June,Males,Dumfries and Galloway,87
2022,June,Males,Dundee City,48
2022,June,Males,East Ayrshire,69
2022,June,Males,East Dunbartonshire,37
2022,June,Males,East Lothian,42
2022,June,Males,East Renfrewshire,27
2022,June,Males,Falkirk,68
2022,June,Males,Fife,173
2022,June,Males,Glasgow City,263
2022,June,Males,Highland,127
2022,June,Males,Inverclyde,43
2022,June,Males,Midlothian,55
2022,June,Males,Moray,45
2022,June,Males,Na h-Eileanan Siar,16
2022,June,Males,North Ayrshire,68
2022,June,Males,North Lanarkshire,148
2022,June,Males,Orkney Islands,13
2022,June,Males,Perth and Kinross,72
2022,June,Males,Renfrewshire,84
2022,June,Males,Scottish Borders,64
2022,June,Males,Shetland Islands,10
2022,June,Males,South Ayrshire,59
2022,June,Males,South Lanarkshire,134
2022,June,Males,Stirling,42
2022,June,Males,West Dunbartonshire,45
2022,June,Males,West Lothian,71
2022,July,Females,Scotland,2566
2022,July,Females,Aberdeen City,97
2022,July,Females,Aberdeenshire,103
2022,July,Females,Angus,64
2022,July,Females,Argyll and Bute,46
2022,July,Females,City of Edinburgh,187
2022,July,Females,Clackmannanshire,28
2022,July,Females,Dumfries and Galloway,89
2022,July,Females,Dundee City,76
2022,July,Females,East Ayrshire,80
2022,July,Females,East Dunbartonshire,42
2022,July,Females,East Lothian,51
2022,July,Females,East Renfrewshire,39
2022,July,Females,Falkirk,81
2022,July,Females,Fife,193
2022,July,Females,Glasgow City,283
2022,July,Females,Highland,98
2022,July,Females,Inverclyde,43
2022,July,Females,Midlothian,49
2022,July,Females,Moray,47
2022,July,Females,Na h-Eileanan Siar,11
2022,July,Females,North Ayrshire,74
2022,July,Females,North Lanarkshire,160
2022,July,Females,Orkney Islands,14
2022,July,Females,Perth and Kinross,78
2022,July,Females,Renfrewshire,96
2022,July,Females,Scottish Borders,56
2022,July,Females,Shetland Islands,7
2022,July,Females,South Ayrshire,73
2022,July,Females,South Lanarkshire,152
2022,July,Females,Stirling,35
2022,July,Females,West Dunbartonshire,47
2022,July,Females,West Lothian,67
2022,July,Males,Scotland,2462
2022,July,Males,Aberdeen City,96
2022,July,Males,Aberdeenshire,126
2022,July,Males,Angus,63
2022,July,Males,Argyll and Bute,49
2022,July,Males,City of Edinburgh,189
2022,July,Males,Clackmannanshire,33
2022,July,Males,Dumfries and Galloway,99
2022,July,Males,Dundee City,75
2022,July,Males,East Ayrshire,55
2022,July,Males,East Dunbartonshire,47
2022,July,Males,East Lothian,51
2022,July,Males,East Renfrewshire,25
2022,July,Males,Falkirk,72
2022,July,Males,Fife,171
2022,July,Males,Glasgow City,232
2022,July,Males,Highland,127
2022,July,Males,Inverclyde,35
2022,July,Males,Midlothian,33
2022,July,Males,Moray,51
2022,July,Males,Na h-Eileanan Siar,23
2022,July,Males,North Ayrshire,80
2022,July,Males,North Lanarkshire,153
2022,July,Males,Orkney Islands,13
2022,July,Males,Perth and Kinross,68
2022,July,Males,Renfrewshire,78
2022,July,Males,Scottish Borders,59
2022,July,Males,Shetland Islands,8
2022,July,Males,South Ayrshire,64
2022,July,Males,South Lanarkshire,133
2022,July,Males,Stirling,27
2022,July,Males,West Dunbartonshire,49
2022,July,Males,West Lothian,78
2022,August,Females,Scotland,2448
2022,August,Females,Aberdeen City,79
2022,August,Females,Aberdeenshire,94
2022,August,Females,Angus,57
2022,August,Females,Argyll and Bute,46
2022,August,Females,City of Edinburgh,197
2022,August,Females,Clackmannanshire,19
2022,August,Females,Dumfries and Galloway,85
2022,August,Females,Dundee City,80
2022,August,Females,East Ayrshire,65
2022,August,Females,East Dunbartonshire,49
2022,August,Females,East Lothian,56
2022,August,Females,East Renfrewshire,36
2022,August,Females,Falkirk,78
2022,August,Females,Fife,170
2022,August,Females,Glasgow City,250
2022,August,Females,Highland,120
2022,August,Females,Inverclyde,45
2022,August,Females,Midlothian,33
2022,August,Females,Moray,38
2022,August,Females,Na h-Eileanan Siar,20
2022,August,Females,North Ayrshire,84
2022,August,Females,North Lanarkshire,156
2022,August,Females,Orkney Islands,16
2022,August,Females,Perth and Kinross,73
2022,August,Females,Renfrewshire,78
2022,August,Females,Scottish Borders,56
2022,August,Females,Shetland Islands,8
2022,August,Females,South Ayrshire,63
2022,August,Females,South Lanarkshire,137
2022,August,Females,Stirling,39
2022,August,Females,West Dunbartonshire,45
2022,August,Females,West Lothian,76
2022,August,Males,Scotland,2465
2022,August,Males,Aberdeen City,106
2022,August,Males,Aberdeenshire,89
2022,August,Males,Angus,54
2022,August,Males,Argyll and Bute,60
2022,August,Males,City of Edinburgh,186
2022,August,Males,Clackmannanshire,23
2022,August,Males,Dumfries and Galloway,83
2022,August,Males,Dundee City,79
2022,August,Males,East Ayrshire,56
2022,August,Males,East Dunbartonshire,54
2022,August,Males,East Lothian,44
2022,August,Males,East Renfrewshire,36
2022,August,Males,Falkirk,94
2022,August,Males,Fife,156
2022,August,Males,Glasgow City,253
2022,August,Males,Highland,108
2022,August,Males,Inverclyde,44
2022,August,Males,Midlothian,49
2022,August,Males,Moray,49
2022,August,Males,Na h-Eileanan Siar,14
2022,August,Males,North Ayrshire,65
2022,August,Males,North Lanarkshire,135
2022,August,Males,Orkney Islands,14
2022,August,Males,Perth and Kinross,77
2022,August,Males,Renfrewshire,91
2022,August,Males,Scottish Borders,64
2022,August,Males,Shetland Islands,5
2022,August,Males,South Ayrshire,61
2022,August,Males,South Lanarkshire,147
2022,August,Males,Stirling,35
2022,August,Males,West Dunbartonshire,49
2022,August,Males,West Lothian,85
2022,September,Females,Scotland,2473
2022,September,Females,Aberdeen City,97
2022,September,Females,Aberdeenshire,95
2022,September,Females,Angus,53
2022,September,Females,Argyll and Bute,43
2022,September,Females,City of Edinburgh,197
2022,September,Females,Clackmannanshire,28
2022,September,Females,Dumfries and Galloway,67
2022,September,Females,Dundee City,66
2022,September,Females,East Ayrshire,63
2022,September,Females,East Dunbartonshire,55
2022,September,Females,East Lothian,53
2022,September,Females,East Renfrewshire,42
2022,September,Females,Falkirk,81
2022,September,Females,Fife,203
2022,September,Females,Glasgow City,262
2022,September,Females,Highland,104
2022,September,Females,Inverclyde,51
2022,September,Females,Midlothian,42
2022,September,Females,Moray,36
2022,September,Females,Na h-Eileanan Siar,16
2022,September,Females,North Ayrshire,76
2022,September,Females,North Lanarkshire,150
2022,September,Females,Orkney Islands,6
2022,September,Females,Perth and Kinross,81
2022,September,Females,Renfrewshire,64
2022,September,Females,Scottish Borders,59
2022,September,Females,Shetland Islands,8
2022,September,Females,South Ayrshire,61
2022,September,Females,South Lanarkshire,158
2022,September,Females,Stirling,44
2022,September,Females,West Dunbartonshire,43
2022,September,Females,West Lothian,69
2022,September,Males,Scotland,2492
2022,September,Males,Aberdeen City,92
2022,September,Males,Aberdeenshire,100
2022,September,Males,Angus,62
2022,September,Males,Argyll and Bute,59
2022,September,Males,City of Edinburgh,201
2022,September,Males,Clackmannanshire,30
2022,September,Males,Dumfries and Galloway,83
2022,September,Males,Dundee City,56
2022,September,Males,East Ayrshire,54
2022,September,Males,East Dunbartonshire,33
2022,September,Males,East Lothian,45
2022,September,Males,East Renfrewshire,35
2022,September,Males,Falkirk,85
2022,September,Males,Fife,173
2022,September,Males,Glasgow City,230
2022,September,Males,Highland,136
2022,September,Males,Inverclyde,46
2022,September,Males,Midlothian,41
2022,September,Males,Moray,49
2022,September,Males,Na h-Eileanan Siar,9
2022,September,Males,North Ayrshire,80
2022,September,Males,North Lanarkshire,162
2022,September,Males,Orkney Islands,8
2022,September,Males,Perth and Kinross,92
2022,September,Males,Renfrewshire,83
2022,September,Males,Scottish Borders,76
2022,September,Males,Shetland Islands,7
2022,September,Males,South Ayrshire,68
2022,September,Males,South Lanarkshire,146
2022,September,Males,Stirling,37
2022,September,Males,West Dunbartonshire,33
2022,September,Males,West Lothian,81
2022,October,Females,Scotland,2749
2022,October,Females,Aberdeen City,108
2022,October,Females,Aberdeenshire,135
2022,October,Females,Angus,74
2022,October,Females,Argyll and Bute,47
2022,October,Females,City of Edinburgh,190
2022,October,Females,Clackmannanshire,41
2022,October,Females,Dumfries and Galloway,100
2022,October,Females,Dundee City,70
2022,October,Females,East Ayrshire,64
2022,October,Females,East Dunbartonshire,53
2022,October,Females,East Lothian,42
2022,October,Females,East Renfrewshire,44
2022,October,Females,Falkirk,89
2022,October,Females,Fife,196
2022,October,Females,Glasgow City,262
2022,October,Females,Highland,126
2022,October,Females,Inverclyde,49
2022,October,Females,Midlothian,43
2022,October,Females,Moray,46
2022,October,Females,Na h-Eileanan Siar,15
2022,October,Females,North Ayrshire,93
2022,October,Females,North Lanarkshire,153
2022,October,Females,Orkney Islands,18
2022,October,Females,Perth and Kinross,71
2022,October,Females,Renfrewshire,95
2022,October,Females,Scottish Borders,75
2022,October,Females,Shetland Islands,11
2022,October,Females,South Ayrshire,91
2022,October,Females,South Lanarkshire,170
2022,October,Females,Stirling,53
2022,October,Females,West Dunbartonshire,47
2022,October,Females,West Lothian,78
2022,October,Males,Scotland,2764
2022,October,Males,Aberdeen City,103
2022,October,Males,Aberdeenshire,130
2022,October,Males,Angus,63
2022,October,Males,Argyll and Bute,49
2022,October,Males,City of Edinburgh,216
2022,October,Males,Clackmannanshire,33
2022,October,Males,Dumfries and Galloway,105
2022,October,Males,Dundee City,60
2022,October,Males,East Ayrshire,71
2022,October,Males,East Dunbartonshire,59
2022,October,Males,East Lothian,53
2022,October,Males,East Renfrewshire,46
2022,October,Males,Falkirk,87
2022,October,Males,Fife,212
2022,October,Males,Glasgow City,287
2022,October,Males,Highland,133
2022,October,Males,Inverclyde,45
2022,October,Males,Midlothian,37
2022,October,Males,Moray,51
2022,October,Males,Na h-Eileanan Siar,17
2022,October,Males,North Ayrshire,76
2022,October,Males,North Lanarkshire,162
2022,October,Males,Orkney Islands,12
2022,October,Males,Perth and Kinross,84
2022,October,Males,Renfrewshire,94
2022,October,Males,Scottish Borders,69
2022,October,Males,Shetland Islands,19
2022,October,Males,South Ayrshire,49
2022,October,Males,South Lanarkshire,150
2022,October,Males,Stirling,50
2022,October,Males,West Dunbartonshire,54
2022,October,Males,West Lothian,88
2022,November,Females,Scotland,2733
2022,November,Females,Aberdeen City,121
2022,November,Females,Aberdeenshire,111
2022,November,Females,Angus,77
2022,November,Females,Argyll and Bute,42
2022,November,Females,City of Edinburgh,198
2022,November,Females,Clackmannanshire,25
2022,November,Females,Dumfries and Galloway,82
2022,November,Females,Dundee City,69
2022,November,Females,East Ayrshire,62
2022,November,Females,East Dunbartonshire,57
2022,November,Females,East Lothian,53
2022,November,Females,East Renfrewshire,48
2022,November,Females,Falkirk,88
2022,November,Females,Fife,198
2022,November,Females,Glasgow City,273
2022,November,Females,Highland,126
2022,November,Females,Inverclyde,51
2022,November,Females,Midlothian,48
2022,November,Females,Moray,49
2022,November,Females,Na h-Eileanan Siar,20
2022,November,Females,North Ayrshire,75
2022,November,Females,North Lanarkshire,171
2022,November,Females,Orkney Islands,14
2022,November,Females,Perth and Kinross,81
2022,November,Females,Renfrewshire,96
2022,November,Females,Scottish Borders,64
2022,November,Females,Shetland Islands,13
2022,November,Females,South Ayrshire,80
2022,November,Females,South Lanarkshire,160
2022,November,Females,Stirling,49
2022,November,Females,West Dunbartonshire,51
2022,November,Females,West Lothian,81
2022,November,Males,Scotland,2728
2022,November,Males,Aberdeen City,83
2022,November,Males,Aberdeenshire,110
2022,November,Males,Angus,44
2022,November,Males,Argyll and Bute,49
2022,November,Males,City of Edinburgh,210
2022,November,Males,Clackmannanshire,37
2022,November,Males,Dumfries and Galloway,95
2022,November,Males,Dundee City,68
2022,November,Males,East Ayrshire,72
2022,November,Males,East Dunbartonshire,69
2022,November,Males,East Lothian,40
2022,November,Males,East Renfrewshire,34
2022,November,Males,Falkirk,83
2022,November,Males,Fife,191
2022,November,Males,Glasgow City,273
2022,November,Males,Highland,130
2022,November,Males,Inverclyde,45
2022,November,Males,Midlothian,52
2022,November,Males,Moray,45
2022,November,Males,Na h-Eileanan Siar,23
2022,November,Males,North Ayrshire,94
2022,November,Males,North Lanarkshire,181
2022,November,Males,Orkney Islands,12
2022,November,Males,Perth and Kinross,81
2022,November,Males,Renfrewshire,96
2022,November,Males,Scottish Borders,61
2022,November,Males,Shetland Islands,15
2022,November,Males,South Ayrshire,69
2022,November,Males,South Lanarkshire,182
2022,November,Males,Stirling,38
2022,November,Males,West Dunbartonshire,52
2022,November,Males,West Lothian,94
2022,December,Females,Scotland,3473
2022,December,Females,Aberdeen City,110
2022,December,Females,Aberdeenshire,134
2022,December,Females,Angus,96
2022,December,Females,Argyll and Bute,62
2022,December,Females,City of Edinburgh,272
2022,December,Females,Clackmannanshire,28
2022,December,Females,Dumfries and Galloway,112
2022,December,Females,Dundee City,103
2022,December,Females,East Ayrshire,98
2022,December,Females,East Dunbartonshire,78
2022,December,Females,East Lothian,67
2022,December,Females,East Renfrewshire,46
2022,December,Females,Falkirk,108
2022,December,Females,Fife,253
2022,December,Females,Glasgow City,365
2022,December,Females,Highland,147
2022,December,Females,Inverclyde,69
2022,December,Females,Midlothian,60
2022,December,Females,Moray,48
2022,December,Females,Na h-Eileanan Siar,24
2022,December,Females,North Ayrshire,100
2022,December,Females,North Lanarkshire,218
2022,December,Females,Orkney Islands,14
2022,December,Females,Perth and Kinross,106
2022,December,Females,Renfrewshire,127
2022,December,Females,Scottish Borders,75
2022,December,Females,Shetland Islands,17
2022,December,Females,South Ayrshire,84
2022,December,Females,South Lanarkshire,214
2022,December,Females,Stirling,63
2022,December,Females,West Dunbartonshire,74
2022,December,Females,West Lothian,101
2022,December,Males,Scotland,3269
2022,December,Males,Aberdeen City,114
2022,December,Males,Aberdeenshire,113
2022,December,Males,Angus,77
2022,December,Males,Argyll and Bute,55
2022,December,Males,City of Edinburgh,241
2022,December,Males,Clackmannanshire,34
2022,December,Males,Dumfries and Galloway,132
2022,December,Males,Dundee City,121
2022,December,Males,East Ayrshire,87
2022,December,Males,East Dunbartonshire,73
2022,December,Males,East Lothian,70
2022,December,Males,East Renfrewshire,43
2022,December,Males,Falkirk,85
2022,December,Males,Fife,224
2022,December,Males,Glasgow City,344
2022,December,Males,Highland,151
2022,December,Males,Inverclyde,60
2022,December,Males,Midlothian,54
2022,December,Males,Moray,59
2022,December,Males,Na h-Eileanan Siar,23
2022,December,Males,North Ayrshire,93
2022,December,Males,North Lanarkshire,214
2022,December,Males,Orkney Islands,14
2022,December,Males,Perth and Kinross,105
2022,December,Males,Renfrewshire,124
2022,December,Males,Scottish Borders,59
